Nom_Interface; X;Y;Width;Height;WInterface;HInterface;Nb;Localisation; Density;  Unity;Homogeneity; Simplicity;Sequence;Symmetry; Grouping; Regularity
GestionStagiaire.java;10;336;227;23;802;409;21;UR;0.5056429830070301;0.5426813960075378;0.17350638889792128;0.1111111111111111;0.5;1501.2075399098298;0.0;1.0
GestionStagiaire.java;285;39;115;23;802;409;21;UR;0.5056429830070301;0.5426813960075378;0.17350638889792128;0.1111111111111111;0.5;1501.2075399098298;0.0;1.0
GestionStagiaire.java;10;11;156;36;802;409;21;UR;0.5056429830070301;0.5426813960075378;0.17350638889792128;0.1111111111111111;0.5;1501.2075399098298;0.0;1.0
GestionStagiaire.java;10;90;99;23;802;409;21;UR;0.5056429830070301;0.5426813960075378;0.17350638889792128;0.1111111111111111;0.5;1501.2075399098298;0.0;1.0
GestionStagiaire.java;10;133;99;14;802;409;21;UR;0.5056429830070301;0.5426813960075378;0.17350638889792128;0.1111111111111111;0.5;1501.2075399098298;0.0;1.0
GestionStagiaire.java;10;179;79;14;802;409;21;UR;0.5056429830070301;0.5426813960075378;0.17350638889792128;0.1111111111111111;0.5;1501.2075399098298;0.0;1.0
GestionStagiaire.java;10;221;89;14;802;409;21;UR;0.5056429830070301;0.5426813960075378;0.17350638889792128;0.1111111111111111;0.5;1501.2075399098298;0.0;1.0
GestionStagiaire.java;10;263;79;14;802;409;21;UR;0.5056429830070301;0.5426813960075378;0.17350638889792128;0.1111111111111111;0.5;1501.2075399098298;0.0;1.0
GestionStagiaire.java;11;301;78;14;802;409;21;UR;0.5056429830070301;0.5426813960075378;0.17350638889792128;0.1111111111111111;0.5;1501.2075399098298;0.0;1.0
GestionStagiaire.java;109;91;128;20;802;409;21;UR;0.5056429830070301;0.5426813960075378;0.17350638889792128;0.1111111111111111;0.5;1501.2075399098298;0.0;1.0
GestionStagiaire.java;109;130;128;20;802;409;21;UR;0.5056429830070301;0.5426813960075378;0.17350638889792128;0.1111111111111111;0.5;1501.2075399098298;0.0;1.0
GestionStagiaire.java;109;176;128;20;802;409;21;UR;0.5056429830070301;0.5426813960075378;0.17350638889792128;0.1111111111111111;0.5;1501.2075399098298;0.0;1.0
GestionStagiaire.java;109;218;128;20;802;409;21;UR;0.5056429830070301;0.5426813960075378;0.17350638889792128;0.1111111111111111;0.5;1501.2075399098298;0.0;1.0
GestionStagiaire.java;109;260;128;20;802;409;21;UR;0.5056429830070301;0.5426813960075378;0.17350638889792128;0.1111111111111111;0.5;1501.2075399098298;0.0;1.0
GestionStagiaire.java;109;298;128;20;802;409;21;UR;0.5056429830070301;0.5426813960075378;0.17350638889792128;0.1111111111111111;0.5;1501.2075399098298;0.0;1.0
GestionStagiaire.java;284;14;79;14;802;409;21;UR;0.5056429830070301;0.5426813960075378;0.17350638889792128;0.1111111111111111;0.5;1501.2075399098298;0.0;1.0
GestionStagiaire.java;363;11;148;20;802;409;21;UR;0.5056429830070301;0.5426813960075378;0.17350638889792128;0.1111111111111111;0.5;1501.2075399098298;0.0;1.0
GestionStagiaire.java;412;39;99;23;802;409;21;UR;0.5056429830070301;0.5426813960075378;0.17350638889792128;0.1111111111111111;0.5;1501.2075399098298;0.0;1.0
GestionStagiaire.java;595;11;156;23;802;409;21;UR;0.5056429830070301;0.5426813960075378;0.17350638889792128;0.1111111111111111;0.5;1501.2075399098298;0.0;1.0
GestionStagiaire.java;247;90;539;57;802;409;21;UR;0.5056429830070301;0.5426813960075378;0.17350638889792128;0.1111111111111111;0.5;1501.2075399098298;0.0;1.0
GestionStagiaire.java;383;154;227;23;802;409;21;UR;0.5056429830070301;0.5426813960075378;0.17350638889792128;0.1111111111111111;0.5;1501.2075399098298;0.0;1.0
Main(2).java;100;100;437;550;0;0;22;UR;-Infinity;0.1558314561843872;0.39669790849540987;0.06521739130434782;-0.375;3961.2534187585115;1.0;1.0
Main(2).java;10;11;400;37;0;0;22;UR;-Infinity;0.1558314561843872;0.39669790849540987;0.06521739130434782;-0.375;3961.2534187585115;1.0;1.0
Main(2).java;10;11;321;14;0;0;22;UR;-Infinity;0.1558314561843872;0.39669790849540987;0.06521739130434782;-0.375;3961.2534187585115;1.0;1.0
Main(2).java;10;58;400;420;0;0;22;UR;-Infinity;0.1558314561843872;0.39669790849540987;0.06521739130434782;-0.375;3961.2534187585115;1.0;1.0
Main(2).java;10;25;148;14;0;0;22;UR;-Infinity;0.1558314561843872;0.39669790849540987;0.06521739130434782;-0.375;3961.2534187585115;1.0;1.0
Main(2).java;10;57;148;14;0;0;22;UR;-Infinity;0.1558314561843872;0.39669790849540987;0.06521739130434782;-0.375;3961.2534187585115;1.0;1.0
Main(2).java;10;90;148;14;0;0;22;UR;-Infinity;0.1558314561843872;0.39669790849540987;0.06521739130434782;-0.375;3961.2534187585115;1.0;1.0
Main(2).java;10;128;148;14;0;0;22;UR;-Infinity;0.1558314561843872;0.39669790849540987;0.06521739130434782;-0.375;3961.2534187585115;1.0;1.0
Main(2).java;10;163;148;14;0;0;22;UR;-Infinity;0.1558314561843872;0.39669790849540987;0.06521739130434782;-0.375;3961.2534187585115;1.0;1.0
Main(2).java;10;196;148;14;0;0;22;UR;-Infinity;0.1558314561843872;0.39669790849540987;0.06521739130434782;-0.375;3961.2534187585115;1.0;1.0
Main(2).java;10;255;148;14;0;0;22;UR;-Infinity;0.1558314561843872;0.39669790849540987;0.06521739130434782;-0.375;3961.2534187585115;1.0;1.0
Main(2).java;20;300;100;14;0;0;22;UR;-Infinity;0.1558314561843872;0.39669790849540987;0.06521739130434782;-0.375;3961.2534187585115;1.0;1.0
Main(2).java;178;19;200;27;0;0;22;UR;-Infinity;0.1558314561843872;0.39669790849540987;0.06521739130434782;-0.375;3961.2534187585115;1.0;1.0
Main(2).java;178;51;200;27;0;0;22;UR;-Infinity;0.1558314561843872;0.39669790849540987;0.06521739130434782;-0.375;3961.2534187585115;1.0;1.0
Main(2).java;178;85;200;27;0;0;22;UR;-Infinity;0.1558314561843872;0.39669790849540987;0.06521739130434782;-0.375;3961.2534187585115;1.0;1.0
Main(2).java;178;120;200;27;0;0;22;UR;-Infinity;0.1558314561843872;0.39669790849540987;0.06521739130434782;-0.375;3961.2534187585115;1.0;1.0
Main(2).java;178;156;200;27;0;0;22;UR;-Infinity;0.1558314561843872;0.39669790849540987;0.06521739130434782;-0.375;3961.2534187585115;1.0;1.0
Main(2).java;178;191;200;27;0;0;22;UR;-Infinity;0.1558314561843872;0.39669790849540987;0.06521739130434782;-0.375;3961.2534187585115;1.0;1.0
Main(2).java;178;231;200;70;0;0;22;UR;-Infinity;0.1558314561843872;0.39669790849540987;0.06521739130434782;-0.375;3961.2534187585115;1.0;1.0
Main(2).java;20;320;358;90;0;0;22;UR;-Infinity;0.1558314561843872;0.39669790849540987;0.06521739130434782;-0.375;3961.2534187585115;1.0;1.0
Main(2).java;10;480;400;34;0;0;22;UR;-Infinity;0.1558314561843872;0.39669790849540987;0.06521739130434782;-0.375;3961.2534187585115;1.0;1.0
Main(2).java;260;5;121;23;0;0;22;UR;-Infinity;0.1558314561843872;0.39669790849540987;0.06521739130434782;-0.375;3961.2534187585115;1.0;1.0
